processo,analista,favoravel,classe,assunto,relator,comarca,orgao_julgador,data_julgamento,data_publicacao,idacordao,ementa
10045876720228260005,emily,cliente,apelação cível,bancários,mendes pereira,são paulo,15ª câmara de direito privado,2022-12-06,2022-12-06,16305387.0,"ação anulatória de contratos c/c pedido de indenização por danos morais - autora sustentou que teve disponibilizado cartão de crédito consignado, com o valor mínimo da fatura descontada em seu holerite, sem sua autorização - pactuação que se deu de forma livre, com cláusulas claras quanto ao seu conteúdo e assinatura aposta pela requerente - dinheiro disponibilizado em conta bancária da recorrente - ausência de quaisquer indícios a indicar a existência de vício social ou de consentimento no contrato de cartão de crédito consignado firmado entre as partes que ensejasse o dever de indenizar - renegociações de dívidas desautorizadas pela autora, com indevidos descontos em sua folha de pagamento - réu que deveria ter demonstrado a contratação de forma regular (art. 373, ii, do cpc) - dano moral não evidenciado - dívida pretérita, dinheiro disponibilizado na conta da autora e ausência de prova de que os indevidos descontos tenham implicado na privação de valores ou na restrição de despesas básicas da requerente - ausência de prejuízo efetivo a direito da personalidade - questão meramente patrimonial - mero aborrecimento - recurso parcialmente provido a fim de declarar inexistentes os quatro contratos de renegociações objetos desta demanda, condenar o réu no ressarcimento à parte autora do respectivo indébito, com correção monetária desde o desembolso e juros de mora a partir da citação, observar o dever da requerente de devolver a quantia confessadamente disponibilizada em sua conta bancária, admitindo-se a compensação do que uma parte possa dever à outra, e para reconhecer a sucumbência recíproca, arcando cada litigante com o pagamento das custas processuais em partes iguais e para fixar a verba honorária em r$ 6.000,00, sendo 50% devidos ao patrono da autora e 50% ao patrono do réu, cuja exigibilidade fica suspensa em relação à requerente (arts. 85, §§ 2º, 8º, 11 e 14, 98, § 3º, do cpc)."
10089578520218260438,emily,cliente,apelação cível,bancários,mendes pereira,penápolis,15ª câmara de direito privado,2022-05-26,2022-05-26,15705346.0,"ação declaratória de nulidade de contrato c/c pedido de repetição de indébito e indenização por danos morais - autora que alegou desconhecer a contratação de empréstimo consignado que acarretou descontos em seu benefício previdenciário do inss - sentença que julgou improcedente o pedido - réu que deveria ter demonstrado a contratação de forma regular, nos termos dos arts. 5º e 6º da instrução normativa nº 28 do inss (art. 373, ii, do ncpc) - dano moral não evidenciado - parcela mensal de r$ 234,64 indevidamente descontada da apelada, que não implica na privação de valores ou na restrição de suas despesas básicas, até porque percebe renda mensal de r$ 1.633,46 e o valor do empréstimo lhe foi disponibilizado - ausência de prejuízo efetivo a direito da personalidade - questão meramente patrimonial - mero aborrecimento - restituição em dobro do indébito - descabimento - ausência de conduta contrária à boa-fé objetiva do demandado, sendo certo que o banco também foi vítima - litigância de má-fé não caracterizada - recurso parcialmente provido a fim de declarar inexistente o contrato descrito na petição inicial, condenar o réu no ressarcimento de forma simples à parte autora do indébito, com correção monetária desde o desembolso e juros de mora a partir da citação, observar o dever da requerente de devolver a quantia disponibilizada em sua conta bancária, admitindo-se a compensação do que uma parte possa dever à outra, e para reconhecer a sucumbência recíproca, arcando cada litigante com o pagamento das custas processuais em partes iguais e para fixar a verba honorária em r$ 6.000,00, sendo 50% devidos ao patrono da autora e 50% ao patrono do réu, cuja exigibilidade fica suspensa em relação à requerente (arts. 85, §§ 2º, 8º, 11 e 14, 98, § 3º, do cpc)."
10004841920218260242,emily,cliente,apelação cível,bancários,mendes pereira,igarapava,15ª câmara de direito privado,2022-08-19,2022-08-19,15965406.0,"ação declaratória de nulidade de contrato c/c pedido de repetição de indébito e indenização por danos morais - autora que alegou desconhecer a contratação de empréstimo consignado que acarretou descontos em seu benefício previdenciário do inss - sentença que julgou parcialmente procedente o pedido ante o reconhecimento de fraude - réu que deveria ter demonstrado a contratação de forma regular, nos termos dos arts. 5º e 6º da instrução normativa nº 28 do inss, bem como a destinação dada ao dinheiro (art. 373, ii, do cpc) - falha na prestação de serviço - responsabilidade objetiva do demandado (art. 14 do cdc) - súmula 479 do stj - débito declarado inexigível, com dever do réu de restituir em dobro os valores indevidamente descontados da autora - violação à boa-fé objetiva demonstrada pela própria conduta - aplicação do atual entendimento do c. stj, modulado (earesp 676608/rs) - dano moral caracterizado - parcelas mensais no valor de r$ 285,00 indevidamente descontadas da requerente, que não se beneficiou do valor emprestado e que tem renda de apenas r$ 1.100,00, implicando na privação de valores e na restrição de suas despesas básicas - verba indenizatória devida e fixada em valor não exagerado de r$ 8.000,00 - redução descabida - recurso desprovido, com majoração dos honorários advocatícios de 15% para 20% sobre o valor da condenação, atualizado (art. 85, § 11, do cpc)."
10040789220218260322,emily,cliente,apelação cível,bancários,césar zalaf,lins,14ª câmara de direito privado,2022-03-22,2022-03-22,15505580.0,"recurso de apelação. ação declaratória c.c. obrigação de fazer e reparação por danos morais e materiais. sentença de parcial procedência. empréstimo consignado. autora que pretende a condenação do réu em indenização por danos morais e devolução em dobro dos valores descontados em seu benefício previdenciário. réu que sustenta cerceamento de defesa por ausência de ofício ao banco da autora, que não deve ser acolhido. conratação de empréstimo não comprovada. sentença mantida. recurso da autora improvido e do réu parcialmente provido para determinar a devolução do valor depositado na conta da autora."
10006068920228260438,emily,cliente,apelação cível,bancários,fábio podestá,penápolis,21ª câmara de direito privado,2022-11-17,2022-11-17,16240225.0,"apelação. revelia. ação declaratória de inexistência de débito c.c. repetição de indébito e indenização por danos morais. sentença de procedência. insurgência do réu. presunção de veracidade dos fatos afirmados na inicial. inteligência do art. 344 do cpc. matéria fática somente alegada em sede de razões recursais. impossibilidade. inovação recursal. autora que nega a contratação empréstimo consignado. validade da contratação não demonstrada. réu que não se desincumbiu do ônus probatório de comprovar, oportunamente, a regularidade do empréstimo questionado. documentos juntados com a apelação que não são novos. incidência do art.435, § único, do cpc. os valores descontados deverão ser ressarcidos de forma dobrada, conforme entendimento do c. superior tribunal de justiça – eresp 1.413.542/rs. danos morais cognoscíveis in re ipsa. quantum indenizatório fixado em r$ 3.000,00 que não comporta redução. devolução do valor creditado na conta-corrente da autora. cabimento. precedente desta c. câmara. apelação parcialmente provida, em menor extensão."
10044070820208260624,emily,cliente,apelação cível,bancários,sergio gomes,tatuí,18ª câmara de direito privado,2023-03-17,2023-03-17,16568457.0,"apelação – empréstimo – ação de obrigação de fazer cumulada com indenização por danos morais – sentença de parcial procedência– recurso da autora. 
fez coisa julgada o reconhecimento da irregular contratação de empréstimos atribuídos à autora - danos morais – inocorrência - a situação retratada não se mostrou gravosa o suficiente para causar danos de natureza extrapatrimonial à autora, ou violar direitos da personalidade. 
sentença mantida – recurso desprovido."
10000931420218260097,emily,cliente,apelação cível,bancários,sergio gomes,buritama,18ª câmara de direito privado,2023-02-22,2023-02-22,16481478.0,"apelação – empréstimo consignado - ação declaratória de inexistência de relação jurídica cumulada com indenização por danos morais – sentença de procedência em parte – recurso do autor – pretensão de condenação do banco réu à repetição dobrada do indébito – descabimento – ausente má-fé do banco – danos morais – inocorrência - a situação retratada não se mostrou gravosa o suficiente para causar danos de natureza extrapatrimonial ao autor, ou violar direitos da personalidade – 
sentença mantida – recurso desprovido."
10079927720228260566,emily,cliente,apelação cível,bancários,sergio gomes,são carlos,18ª câmara de direito privado,2023-03-13,2023-03-13,16545525.0,"apelação – empréstimo consignado - ação declaratória de inexigibilidade de débito cumulada com repetição de indébito e indenização por danos morais – sentença de procedência– recurso do réu. 
incontroversa a irregular contratação de empréstimo consignado atribuída ao autor – autor que demonstrou que houve indevido desconto de parcela referente ao contrato impugnado em seu benefício previdenciário – restituição das partes ao estado anterior que deve observar a restituição simples dos descontos efetuados – 
ausência dos requisitos para aplicação da penalidade prevista no art. 42, parágrafo único, do cdc - danos morais – inocorrência - a situação retratada não se mostrou gravosa o suficiente para causar danos de natureza extrapatrimonial ao autor, ou violar direitos da personalidade – ação parcialmente procedente. 
sentença reformada – recurso parcialmente provido."
10114338720218260344,emily,cliente,apelação cível,bancários,sergio gomes,marília,18ª câmara de direito privado,2023-03-06,2023-03-06,16524907.0,"apelação – empréstimo consignado – fraude bancária - sentença de procedência em parte.
1. interesse processual - contratação não reconhecida de empréstimos consignados – conclusão alcançada a partir da inércia do banco à realização de prova pericial – controvérsia solucionada extrajudicialmente pelo banco – autora não comunicada a respeito – efetivação de um desconto mensal, antes de baixado definitivamente o contrato – interesse processual subsistente. 
2. danos morais - contratação não reconhecida de empréstimo consignado – solução da controvérsia antes do ajuizamento da demanda, com a exceção de um único desconto efetivado, de baixíssima monta – ausência de abalo ou violação a direitos da personalidade, ou fatos hábeis à causação de dor profunda – indenização por danos morais afastada. 
sentença reformada – recurso provido em parte."
10067261220228260451,emily,cliente,apelação cível,bancários,sergio gomes,piracicaba,18ª câmara de direito privado,2023-02-27,2023-02-27,16496125.0,"apelação – empréstimo consignado - ação declaratória de inexigibilidade de débito cumulada com indenização por danos morais – sentença de procedência em parte – recursos de ambas as partes 
contratação não reconhecida de empréstimo consignado – banco réu que não apresentou qualquer documentação a fim de comprovar a contratação pela autora do empréstimo consignado questionado – inexigibilidade do débito reconhecida – restituição das partes ao estado anterior que deve observar a restituição simples dos descontos efetuados – danos morais – inocorrência - a situação retratada não se mostrou gravosa o suficiente para causar danos de natureza extrapatrimonial à autora, ou violar direitos da personalidade – juros moratórios que devem incidir desde a data do evento danoso, por se tratar de responsabilidade extracontratual – pedido reconvencional improcedente. 
sentença reformada – recursos parcialmente providos."
10017460420218260145,emily,cliente,apelação cível,bancários,sergio gomes,conchas,18ª câmara de direito privado,2023-03-13,2023-03-13,16545505.0,"apelação – contratação não reconhecida de seguro - sentença de procedência em parte.
1. fraude - contratação não reconhecida de seguro - conclusão alcançada a partir de prova pericial grafotécnica – efetivados dois descontos mensais, de trinta e seis reais cada – repetição simples – retorno das partes ao estado anterior. 
2. danos morais – descontos de baixíssima monta – ausência de prova de fatos hábeis a causar lesão a direito da personalidade ou sofrimento íntimo relevante.
sentença reformada – recurso provido em parte."
10092746820218260637,emily,cliente,apelação cível,bancários,tasso duarte de melo,tupã,12ª câmara de direito privado,2022-12-05,2022-12-05,16301452.0,"voto nº 37512

declaratória de nulidade de negócio c.c. repetição de indébito c.c. reparação de danos morais. fraude bancária. desconto de valores do benefício previdenciário da autora por empréstimos consignados cuja celebração ela não reconhece. contratação eletrônica alegada em defesa não provada. mútuos espúrios firmados por meio de smartphone em localidade diversa da residência da autora e do endereço do correspondente bancário que intermediou o negócio. crédito dos mútuos utilizado para pagamento de boletos desconhecidos e transferência de numerário para funcionárias do correspondente bancário. fraude verossímil, não infirmada pela prova documental produzida em defesa. dever de segurança não observado pela instituição financeira (arts. 8º e 14 do cdc). responsabilidade objetiva do banco por fraudes praticadas por terceiros (súmula 479 do stj) e por atos de seus prepostos (art. 932, iii, do código civil). dever de restituir os valores subtraídos do benefício previdenciário da autora. compensação. impossibilidade. crédito dos mútuos que não reverteu em favor da autora. dano moral. ocorrência. autora vítima de fraude e atingida em sua subsistência digna. desvio, ademais, do seu tempo útil. quantum reparatório fixado em r$ 5.000,00. razoabilidade e proporcionalidade. sentença mantida.

recurso não provido."
10011005420208260201,emily,cliente,apelação cível,bancários,tasso duarte de melo,garça,12ª câmara de direito privado,2022-12-06,2022-12-08,16311024.0,"voto nº 37348

declaratória de inexistência de débito c.c. reparação de danos. empréstimos consignados não reconhecidos pela autora firmados em seu nome. assinaturas lançadas nos contratos impugnadas pela autora. produção de perícia grafotécnica determinada pelo juízo. prova declarada preclusa diante da inércia do réu em exibir as vias originais dos contratos. autenticidade da firma lançada nos contratos não provada pelo réu, ônus que lhe cabia (art. 429, ii, do ncpc). stj, recursos repetitivos, resp 1.846.649/ma. negócios inexistentes. dever de restituir os valores descontados do benefício previdenciário da autora. repetição em dobro do indébito. art. 42, parágrafo único, do cdc. cabimento. má-fé evidente do representante bancário, que falsificou a assinatura da autora. dano moral. ocorrência. autora vítima de fraude e atingida em sua subsistência digna, circunstância que ultrapassa o mero aborrecimento. quantum reparatório fixado em r$ 3.000,00. razoabilidade e proporcionalidade. sentença mantida. retorno das partes ao status quo ante. falta de interesse recursal. compensação dos valores depositados na conta corrente da autora determinada pela sentença. recurso não conhecido nesse ponto.

recurso conhecido em parte e não provido na parte conhecida."
10070168020218260477,emily,cliente,apelação cível,bancários,ricardo pessoa de mello belli,praia grande,19ª câmara de direito privado,2022-07-11,2022-07-11,15839403.0,"apelação – empréstimo pessoal – ação declaratória c.c. indenizatória – sentença de rejeição dos pedidos. mútuo bancário cuja celebração é negada pela autora. irresignação parcialmente procedente. 1. documento trazido que não comprova a contratação do mútuo em discussão pela autora. sem significado o só fato de o valor do empréstimo ter sido creditado na conta da autora. fato impondo que se considere inexistente o contrato e se responsabilize o réu pelos danos disso oriundos. 2. consequente necessidade de restituição das partes ao estado anterior ao da contratação (art. 182), com a restituição, pelo réu, dos valores descontados do benefício previdenciário da autora, e, por esta última, da importância que efetivamente reverteu em seu proveito (art. 181). autorizada a compensação dos créditos recíprocos. 3. dano moral reconhecido, haja vista que, em razão do episódio, a autora se viu privada de valores para ela expressivos. indenização que se arbitra na quantia de r$ 5.000,00. 4. sentença reformada, com a proclamação da procedência da demanda. 

deram provimento à apelação."
10268099320218260577,emily,cliente,apelação cível,bancários,ricardo pessoa de mello belli,são josé dos campos,19ª câmara de direito privado,2022-08-10,2022-08-10,15929532.0,"apelação – ação declaratória c.c. indenizatória – contrato de empréstimo consignado em benefício previdenciário cuja celebração é negada pela autora – sentença de rejeição dos pedidos – irresignação procedente. 1. banco réu que não se desincumbiu do ônus de demonstrar a efetiva contratação do mútuo pela autora. sem significado o só fato de o valor do empréstimo ter sido creditado na conta da autora. fato impondo que se considere inexistente o contrato e se responsabilize o réu pelos danos disso oriundos. 2. consequente necessidade de restituição das partes ao estado anterior ao da contratação (art. 182), com a restituição, pelo réu, dos valores descontados do benefício previdenciário da autora, e, por esta última, da importância que efetivamente reverteu em seu proveito (art. 181). autorizada a compensação dos créditos recíprocos. 3. dano moral reconhecido, haja vista que, em razão do episódio, a autora se viu privada de valores para ela expressivos. indenização que se arbitra na quantia de r$ 5.000,00. 4. sentença reformada, com a proclamação da procedência da demanda.

deram provimento à apelação."
20037048420238260000,emily,cliente,agravo de instrumento,empréstimo consignado,ricardo pessoa de mello belli,são paulo,19ª câmara de direito privado,2023-02-14,2023-02-14,16459445.0,"agravo de instrumento. cartão de crédito consignado. ação declaratória c.c. restituição de valores c.c. indenizatória. decisão que defere tutela de urgência para compelir o réu a suspender os descontos mensais realizados no benefício previdenciário do autor, a título de ""empréstimo reserva de margem consignável (rmc)"". irresignação improcedente. 1. elementos dos autos atribuindo foros de credibilidade à versão apresentada pelo autor, de que não ""solicitou"" e ""recebeu"" o cartão de crédito consignado em questão, tanto porque o réu nada de palpável apresenta para demonstrar o recebimento e o desbloqueio do dispositivo. extratos evidenciando, ao revés, que o cartão jamais foi usado para a feitura de compras. comprovante de transferência, além disso, mostrando o creditamento de valor em conta distinta daquela em que o autor recebe o benefício previdenciário. hipótese que, ademais, o autor dispunha de margem suficiente para a celebração de contrato de mútuo consignado propriamente dito, o que lhe teria sido bem mais vantajoso caso necessitasse do numerário supostamente creditado em seu favor. cenário proporcionando a formação de juízo de probabilidade de êxito da demanda. indubitável o perigo da demora. requisitos do art. 300 do cpc preenchidos. 2. multa cominatória que tem fundamento legal expresso no art. 537 do cpc, e que nada tem de exagerado para uma instituição financeira do porte do réu. montante global da multa que, de toda sorte, poderá ser discutido na oportunidade de que trata o art. 537, § 1º, i, do cpc, se for o caso. 3. decisão mantida.

negaram provimento ao agravo."
10055639620228260127,emily,cliente,apelação cível,bancários,fernando sastre redondo,carapicuíba,38ª câmara de direito privado,2023-03-16,2023-03-16,16561505.0,"declaratória de inexigibilidade de débito c.c. indenização por dano moral. contratação negada pelo autor. dívida declarada inexigível. ausência de prova da legitimidade contratação. sentença mantida. 
dano moral. cabimento. circunstâncias que autorizavam o acolhimento do pedido de dano extrapatrimonial. pedido de redução negado. quantia fixada em valor menor ao arbitrado por esta corte em análogas hipóteses. 
repetiçao do indébito em dobro. admissibilidade. quanto aos descontos efetuados após 30.3.2021. contratação que ocorreu após tal data. modulação dos efeitos dos earesp 676.608/rs. 
sentença mantida. recurso não provido."
10044106420218260482,emily,cliente,apelação cível,bancários,penna machado,presidente prudente,14ª câmara de direito privado,2022-10-07,2022-10-07,16127443.0,"apelação cível. ação declaratória de inexigibilidade de débito c.c. indenização por danos morais e materiais. sentença de improcedência. inconformismo da autora. empréstimo consignado com desconto em benefício previdenciário. cerceamento de defesa. configuração. inteligência do artigo 370 do código de processo civil. ônus da prova de quem apresentou o documento (artigo 429, ii, do código de processo civil e do entendimento vinculante do superior tribunal de justiça no resp 1.846.649/ma - tema 1061), sob pena de presunção de veracidade. autora idosa, hipossuficiente, com assinatura de fácil reprodução. necessidade de apuração da autenticidade da assinatura por prova técnica. cerceamento de defesa caracterizado. perícia grafotécnica indispensável na hipótese. sentença anulada. recurso provido."
10015932820228260438,emily,cliente,apelação cível,bancários,penna machado,penápolis,14ª câmara de direito privado,2022-08-08,2022-08-08,15941228.0,"apelação cível. ação declaratória de inexigibilidade de débito c.c. indenização por danos morais e materiais. sentença de improcedência. inconformismo. empréstimo consignado com desconto em benefício previdenciário. cerceamento de defesa. configuração. inteligência do artigo 370 do código de processo civil. ônus da prova de quem apresentou o documento (artigo 429, ii, do código de processo civil e do entendimento vinculante do superior tribunal de justiça no resp 1.846.649/ma - tema 1061), sob pena de presunção de veracidade. autora idosa, semianalfabeta, com assinatura de fácil reprodução e com a contratação que ocorrera há mais de 200 km de sua residência. necessidade de apuração da autenticidade da assinatura por prova técnica. cerceamento de defesa caracterizado. perícia grafotécnica indispensável na hipótese. sentença anulada. recurso provido."
10050890220218260438,emily,cliente,apelação cível,bancários,penna machado,penápolis,14ª câmara de direito privado,2022-01-28,2022-01-28,15352400.0,"apelação cível. ação declaratória de inexigibilidade de débito c.c. indenização por danos morais e materiais. sentença de improcedência. inconformismo. empréstimo consignado com desconto em benefício previdenciário. pleito de nulidade do julgado por cerceamento de defesa. configuração. inteligência do artigo 370 do código de processo civil. ônus da prova de quem apresentou o documento (art. 429, ii, do código de processo civil), sob pena de presunção de veracidade. necessidade de apuração da autenticidade por prova técnica. cerceamento de defesa caracterizado. perícia grafotécnica indispensável na hipótese. sentença anulada. recurso provido."
10016671920218260438,emily,cliente,apelação cível,bancários,penna machado,penápolis,14ª câmara de direito privado,2022-01-21,2022-01-21,15333684.0,"apelação cível. ação declaratória de inexigibilidade de débito c.c. indenização por danos morais e materiais. sentença de improcedência. inconformismo. empréstimo consignado com desconto em benefício previdenciário.pleito de nulidade do julgado porcerceamento de defesa. configuração. inteligência do artigo 370 do código de processo civil. ônus da prova de quem apresentou o documento (art. 429, ii, do cpc), sob pena de presunção de veracidade. autor analfabeto, com assinatura de fácil reprodução. necessidade de apuração da autenticidade por prova técnica.cerceamento de defesa caracterizado. perícia grafotécnica indispensável na hipótese. sentença anulada. recurso provido."
10033461420218260322,emily,cliente,apelação cível,bancários,penna machado,lins,14ª câmara de direito privado,2023-02-06,2023-02-06,16431199.0,"apelação cível. ação declaratória de inexigibilidade de débito c.c. indenização por danos morais e materiais. sentença de improcedência. inconformismo da autora. empréstimo consignado com desconto em benefício previdenciário. cerceamento de defesa. configuração. inteligência do artigo 370 do código de processo civil. ônus da prova de quem apresentou o documento (artigo 429, ii, do código de processo civil e do entendimento vinculante do superior tribunal de justiça no resp 1.846.649/ma - tema 1061), sob pena de presunção de veracidade. autora idosa, hipossuficiente, com assinatura de fácil reprodução. necessidade de apuração da autenticidade da assinatura por prova técnica. cerceamento de defesa caracterizado. perícia grafotécnica indispensável na hipótese. sentença anulada. recurso provido."
10013152620218260482,emily,cliente,apelação cível,bancários,penna machado,presidente prudente,14ª câmara de direito privado,2022-04-17,2022-04-17,15582713.0,"apelação cível. ação declaratória de inexigibilidade de débito c.c. indenização por danos morais e materiais. sentença de improcedência. inconformismo. empréstimo consignado com desconto em benefício previdenciário.pleito de nulidade do julgado porcerceamento de defesa. configuração. inteligência do artigo 370 do código de processo civil. ônus da prova de quem apresentou o documento (art. 429, ii, do cpc), sob pena de presunção de veracidade. autor idoso, com assinatura de fácil reprodução. necessidade de apuração da autenticidade por prova técnica.cerceamento de defesa caracterizado. perícia grafotécnica indispensável na hipótese. sentença anulada. recurso provido."
10024544520228260266,emily,cliente,apelação cível,bancários,carlos abrão,itanhaém,14ª câmara de direito privado,2023-03-13,2023-03-13,16547494.0,apelação - ação declaratória de inexistência de relação jurídica com pedido repetição de indébito e de indenização por danos morais - contrato não reconhecido - sentença de procedência - recurso - preliminar afastada - relação de consumo - súmula nº 297 do stj - não comprovada irrefragavelmente a contratação pelo autor - tese do banco que se mostra frágil se ancorada apenas na fotografia do rosto do autor e de seu rg - dobra na devolução dos descontos que não depende de prova de má-fé - tese definida pelo stj - dano moral evidente - constrição de verba salarial - montante reparatório que comporta redução - especificidades do caso concreto e princípios da razoabilidade e da proporcionalidade - recurso parcialmente provido.
10482714020218260114,emily,cliente,apelação cível,bancários,carlos abrão,campinas,14ª câmara de direito privado,2022-12-08,2022-12-08,16310784.0,"apelação - ação declaratória de nulidade contratual c.c. indenizatória - empréstimo consignado - golpe do boleto falso - sentença de parcial procedência - recurso - pedidos recursais que se limitaram ao afastamento da condenação do banco à devolução das parcelas debitadas do benefício previdenciário da autora - hipótese, porém, em que a própria demandante reconhece que nenhuma prestação foi descontada - ausência de interesse recursal - sentença mantida - recurso não conhecido."
10010173720228260405,emily,cliente,apelação cível,bancários,carlos abrão,osasco,14ª câmara de direito privado,2022-07-04,2022-07-04,15820958.0,apelação - ação de obrigação de fazer com pedido de indenização por danos morais - sentença de parcial procedência - recurso - incompetência do juizado especial cível - procedimento em curso na justiça comum - matéria não conhecida - falha na prestação do serviço ao permitir a abertura de conta corrente por terceiro fraudador - dano moral in re ipsa - responsabilidade objetiva do banco - súmula 479 do stj - montante indenitário que comporta redução - princípios da razoabilidade e proporcionalidade - recurso parcialmente conhecido e provido em parte.
10127780420218260566,emily,cliente,apelação cível,bancários,carlos abrão,são carlos,14ª câmara de direito privado,2022-07-27,2022-07-27,15884840.0,"apelação - ação declaratória de inexistência de contrato c.c. indenizatória - empréstimo consignado - sentença de procedência - recurso - pactuação eletrônica com autenticação por biometria facial - ausência de prova inequívoca de anuência à contratação do mútuo - geolocalização do dispositivo que aponta para local distante da residência da consumidora - banco réu investigado e já punido administrativamente por práticas abusivas, dentre as quais a concessão não autorizada de empréstimos consignados - autora que voluntariamente depositou em juízo o respectivo crédito - manutenção da declaração de inexistência que é de rigor - retorno das partes ao estado anterior - devolução das parcelas debitadas - danos morais - desconto de benefício previdenciário, verba de natureza alimentar - lesão in re ipsa - indenização devida - soma arbitrada na origem que não comporta redução, à luz das circunstâncias do caso concreto - recurso desprovido."
22753544720228260000,emily,cliente,agravo de instrumento,contratos bancários,carlos abrão,matão,14ª câmara de direito privado,2022-12-12,2022-12-12,16316864.0,agravo de instrumento - tutela de urgência - suspensão de descontos de parcelas de empréstimo consignado - negativa de pactuação - indícios de fraude - verossimilhança da narrativa inicial - risco de grave e irreparável dano presente - abalo à subsistência - mínimo impacto a ser experimentado pelo banco agravante - requisitos do artigo 300 preenchidos - tutela mantida - multa - valor que não se afigura abusivo - incidência apenas em caso de descumprimento por parte do próprio recorrente - decisão mantida - recurso desprovido.
10015136820228260566,emily,cliente,apelação cível,bancários,carlos abrão,são carlos,14ª câmara de direito privado,2022-08-05,2022-08-05,15919275.0,"apelação - ação declaratória de inexistência de relação jurídica cumulada com tutela antecipada de urgência e indenização por danos morais - sentença de procedência - recurso - princípio do tantum devolutum quantum appellatum - autor que no momento da contratação recebeu ligações, inclusive vídeo chamada, de supostos funcionários da dataprev - contratação por biometria facial não comprovada - casa bancária que juntou apenas selfie do demandante, a qual fora adquirida durante a ligação com os fraudadores - requerente que depositou a integralidade do valor transferido para sua conta bancária demonstrando seu desinteresse no empréstimo - regularidade da contratação que não foi irrefragavelmente demonstrada - artigos 6º, inciso viii, do cdc e 373, inciso ii, do cpc - elementos probatórios presentes nos autos a corroborar a tese autoral - responsabilidade objetiva da casa bancária - súmula nº 479 do stj - falha na prestação de serviço caracterizada - dano moral evidente - valor que não comporta redução - recurso desprovido, majorada a verba honorária."
10017734220228260568,emily,cliente,apelação cível,bancários,carlos abrão,são joão da boa vista,14ª câmara de direito privado,2022-12-05,2022-12-05,16299998.0,"apelação - ação declaratória de inexistência de contrato c.c. indenizatória - empréstimo consignado - contratação eletrônica - sentença de parcial procedência - recurso - número de telefone utilizado com ddd do paraná - autora residente em são paulo e titular de outra linha - consumidora que, logo após ver depositado em sua conta o valor do mútuio, tentou resolver a questão administrativamente, sem sucesso - pronto atendimento à determinação judicial de depósito nos autos de referido montante - boa-fé e verossimilhança de suas alegações evidenciadas - banco que não se desincumbiu de seu ônus probatório - artigo 373, ii, do cpc - negócio inexistente - danos morais in re ipsa - precedentes - indenização bem arbitrada na origem - sentença mantida - recurso desprovido."
10092969820218260032,joao,cliente,apelação cível,bancários,hélio nogueira,araçatuba,23ª câmara de direito privado,2022-04-06,2022-04-06,15559577.0,"apelação cível. contrato bancário. empréstimo consignado. ação declaratória de inexistência de relação jurídica c.c pedido e antecipação de tutela repetição de indébito e danos morais. sentença de improcedência, com a condenação do autor por litigância de má-fé. inconformismo. aplicação do cdc e estatuto do idoso. interpretação mais favorável ao consumidor. empréstimo consignado eletrônico. contratação negada. prova negativa. ônus da prova da regularidade da contratação, que incumbe à ré. juntada aos autos do contrato eletrônico. operação realizada em poucos segundos, após clique em link. adesão inequívoca não demonstrada. falha na prestação do serviço. responsabilidade objetiva. ônus da ré de provar que as transações foram realizadas pelo autor ou por culpa exclusiva dele. prova não produzida. falha que não a exime de responsabilidade ao constituir relação de negócio alheio à vontade de interposta pessoa, operando descontos de seu benefício. repetição em dobro. dano moral configurado. indenização devida. correção do arbitramento. súmula 362 do stj. juros moratórios do evento danoso. súmula 54 do stj. litigância de má-fé afastada. ônus sucumbenciais invertidos. súmula 326 do stj. honorários arbitrados em 20% do valor da condenação. recurso provido, nos termos da fundamentação."
10163659220218260482,joao,cliente,apelação cível,bancários,hélio nogueira,presidente prudente,23ª câmara de direito privado,2022-08-24,2022-08-26,15987129.0,"apelação cível. ação declaratória c.c. obrigação de fazer e reparação de danos materiais e morais. sentença de improcedência dos pedidos. inconformismo. aplicação do cdc e estatuto do idoso. interpretação mais favorável ao consumidor. empréstimo consignado eletrônico. contratação negada. prova negativa. ônus da prova da regularidade da contratação que incumbe à ré. juntada aos autos do contrato eletrônico. adesão inequívoca não demonstrada. documentação exibida cujo envio, pelo autor, não restou demonstrado. falha na prestação do serviço. responsabilidade objetiva. ônus da ré de provar que a transação foi realizada pelo autor. prova não produzida. falha que não a exime de responsabilidade ao constituir relação de negócio alheio à vontade de interposta pessoa, operando descontos de seu benefício. repetição simples, com compensação do crédito recebido pelo requerente. julgamento do earesp 676.608/rs, pelo e. superior tribunal de justiça. dano moral configurado. indenização devida. violação a direito da personalidade. ""quantum"" indenizatório fixado em r$ 2.000,00. quantia que atende aos critérios de proporcionalidade e razoabilidade. correção monetária. marco inicial fixado a partir do arbitramento no acórdão. súmula nº 362 do colendo superior tribunal de justiça. juros moratórios devem incidir do evento danoso, em se tratando de indenização por danos morais por ilícito extracontratual (súmula 54 do e. stj). sentença parcialmente reformada. recurso provido em parte, com inversão do ônus de sucumbência."
